CustomerID,Age,Income,Tenure,Education,Industry,Geographic Location,Cohort
234,49,51830.80902,8,Bachelor,Healthcare,Europe,7/31/2018
235,50,45344.81576,8,Master,Education,Asia,6/30/2019
236,18,51735.27233,8,Bachelor,Education,South America,8/31/2022
237,36,31235.05504,2,Master,Healthcare,Australia,9/30/2021
238,19,89089.662,6,Master,Technology,Europe,4/30/2020
239,61,39005.89822,4,High School,Technology,Europe,2/28/2022
240,43,44578.08913,8,Master,Healthcare,South America,2/28/2018
241,49,37711.0341,11,Master,Education,Europe,8/31/2023
242,23,59235.63124,2,Bachelor,Technology,Europe,12/31/2019
243,49,47059.96053,5,PhD,Healthcare,South America,12/31/2021
244,21,35542.88735,10,High School,Healthcare,Asia,9/30/2021
245,28,59853.25049,4,High School,Healthcare,Australia,10/31/2022
246,34,61874.73722,8,Master,Education,Australia,12/31/2020
247,55,48996.85513,4,Bachelor,Technology,Europe,2/28/2018
248,41,40045.61073,3,Bachelor,Education,Australia,6/30/2019
249,22,82865.99008,6,High School,Finance,Asia,1/31/2022
250,69,55101.01446,7,Master,Technology,Europe,8/31/2018
251,51,30888.96523,4,Master,Education,Australia,10/31/2022
252,23,71210.60692,7,Bachelor,Technology,North America,3/31/2019
253,39,37163.37876,4,PhD,Finance,North America,5/31/2019
254,28,91128.1751,3,Bachelor,Entertainment,North America,11/30/2019
255,65,51194.86786,4,High School,Healthcare,North America,6/30/2023
256,33,65199.74054,6,Bachelor,Education,North America,10/31/2023
257,50,18799.73659,6,Master,Finance,Europe,3/31/2020
258,26,30737.88674,8,High School,Finance,South America,1/31/2021
259,23,70007.8943,7,High School,Technology,South America,1/31/2022
260,33,54767.22598,2,Master,Technology,Europe,4/30/2023
261,46,80635.94634,6,PhD,Healthcare,Europe,10/31/2020
262,20,57277.62658,4,Bachelor,Technology,Asia,6/30/2019
263,37,52179.4436,2,High School,Education,South America,4/30/2023
264,53,75703.60986,9,PhD,Education,North America,8/31/2021
265,36,65152.05499,5,Master,Education,Europe,5/31/2019
266,43,47056.08201,3,Bachelor,Entertainment,North America,11/30/2022
267,20,33588.43849,2,Master,Education,South America,1/31/2019
268,36,14425.76503,6,Master,Technology,Australia,4/30/2022
269,37,43435.01495,3,PhD,Technology,Australia,12/31/2022
270,49,32204.97357,6,Master,Education,Europe,6/30/2021
271,24,88965.56965,5,Bachelor,Finance,Asia,4/30/2023
272,69,40244.43584,2,Bachelor,Finance,North America,6/30/2023
273,58,39834.36492,7,Bachelor,Finance,Europe,10/31/2020
274,50,27181.32688,6,Bachelor,Healthcare,Asia,11/30/2023
275,57,46005.24007,5,Master,Entertainment,North America,4/30/2023
276,56,40031.97606,8,PhD,Education,South America,9/30/2020
277,35,76065.94143,3,Bachelor,Healthcare,Australia,12/31/2018
278,57,52527.14239,5,Bachelor,Finance,Asia,7/31/2019
279,18,49867.03966,5,Bachelor,Education,North America,9/30/2018
280,28,47979.90869,4,Bachelor,Healthcare,Europe,5/31/2019
281,45,61792.6238,3,Bachelor,Technology,North America,2/28/2022
282,42,43215.07752,3,High School,Finance,Europe,3/31/2021
283,67,60008.0914,5,Bachelor,Healthcare,Australia,5/31/2021
284,40,74209.54731,5,High School,Technology,Australia,10/31/2018
285,48,56901.12515,6,High School,Finance,North America,12/31/2018
286,47,46254.03076,6,Master,Entertainment,North America,3/31/2019
287,59,35698.11244,6,High School,Finance,Europe,4/30/2020
288,52,45873.1402,6,Bachelor,Entertainment,Europe,4/30/2018
289,24,58446.18311,7,High School,Entertainment,Asia,12/31/2020
290,33,27012.08987,2,High School,Entertainment,Asia,5/31/2023
291,43,62473.14137,5,Master,Education,Asia,11/30/2021
292,65,53114.19032,3,Bachelor,Education,North America,3/31/2021
293,69,47762.1626,1,Master,Entertainment,Asia,2/28/2021
294,66,40108.79883,8,Bachelor,Technology,North America,8/31/2021
295,19,42854.33449,0,High School,Entertainment,Australia,3/31/2022
296,18,58959.59062,4,Bachelor,Healthcare,South America,2/29/2020
297,65,48076.82711,3,Master,Entertainment,Australia,12/31/2020
298,29,42482.90049,3,Bachelor,Education,North America,9/30/2023
299,22,57028.4524,2,PhD,Education,North America,1/31/2018
300,54,57622.84666,3,Bachelor,Healthcare,South America,5/31/2022
301,49,31262.37408,8,Bachelor,Healthcare,Europe,6/30/2018
302,26,58572.21045,6,Master,Finance,Europe,1/31/2021
303,58,87525.47319,4,PhD,Technology,Europe,2/28/2018
304,52,57044.31184,6,Bachelor,Technology,Asia,9/30/2023
305,36,24514.89193,5,High School,Technology,Europe,5/31/2021
306,65,52660.63088,1,Bachelor,Education,Asia,3/31/2022
307,33,22537.76939,3,Bachelor,Technology,Asia,11/30/2021
308,20,97510.57508,3,PhD,Finance,Europe,1/31/2019
309,37,83535.1203,3,Bachelor,Finance,Europe,9/30/2023
310,41,40010.92276,9,High School,Technology,South America,6/30/2023
311,50,16314.99202,2,PhD,Healthcare,South America,11/30/2022
312,41,36824.43219,3,Master,Finance,Asia,8/31/2023
313,69,47285.13892,5,High School,Healthcare,South America,11/30/2022
314,28,23572.04387,4,PhD,Education,Asia,10/31/2018
315,66,48964.66228,3,Bachelor,Finance,North America,1/31/2019
316,25,47186.32004,3,Bachelor,Healthcare,Asia,2/28/2018
317,53,51877.32046,0,PhD,Technology,Asia,3/31/2019
318,55,53444.67765,2,Bachelor,Education,South America,10/31/2021
319,57,35515.736,7,High School,Entertainment,North America,9/30/2022
320,37,37198.7894,4,Bachelor,Entertainment,Australia,10/31/2018
321,52,50683.88247,3,Master,Technology,Australia,10/31/2019
322,65,40535.11805,11,High School,Education,Australia,8/31/2018
323,42,63612.42153,2,Bachelor,Education,North America,9/30/2019
324,52,50538.41825,6,Bachelor,Education,Europe,10/31/2019
325,42,77975.04851,11,Bachelor,Education,North America,9/30/2021
326,46,62307.23657,3,Bachelor,Entertainment,South America,4/30/2021
327,35,66555.70804,5,Master,Healthcare,Asia,10/31/2019
328,63,51988.49102,6,Bachelor,Education,Asia,6/30/2020
329,35,52360.42252,4,Bachelor,Healthcare,South America,2/28/2023
330,19,75969.8087,3,High School,Education,South America,9/30/2021
331,52,44325.60675,10,Bachelor,Finance,Asia,11/30/2020
332,33,58201.69031,2,Master,Finance,Europe,6/30/2021
333,58,46006.43702,4,Bachelor,Finance,Europe,5/31/2018
334,53,45970.45912,7,Bachelor,Education,Europe,3/31/2020
335,50,32466.55601,6,Bachelor,Healthcare,South America,10/31/2023
336,21,38862.28474,7,Bachelor,Entertainment,Asia,2/28/2023
337,50,36075.95823,5,High School,Technology,Asia,8/31/2020
338,31,58915.53213,7,Master,Entertainment,Asia,8/31/2018
339,38,65603.08892,1,High School,Education,North America,6/30/2019
340,65,48578.6994,6,Master,Finance,North America,3/31/2019
341,37,53444.41895,5,Bachelor,Finance,Australia,2/29/2020
342,25,47712.92967,15,Bachelor,Healthcare,North America,5/31/2022
343,24,37838.3612,6,High School,Education,Europe,8/31/2021
344,20,62933.94537,3,Master,Entertainment,Europe,8/31/2020
345,34,59788.02041,2,High School,Education,Europe,4/30/2020
346,50,21611.81022,5,High School,Education,Europe,3/31/2021
347,65,45753.36498,7,Bachelor,Finance,Australia,8/31/2020
348,29,36769.58988,3,Master,Entertainment,Europe,6/30/2019
349,68,44135.92146,3,High School,Technology,South America,10/31/2023
350,39,39943.52649,4,High School,Finance,South America,11/30/2018
351,39,49303.69444,2,Master,Entertainment,South America,8/31/2020
352,63,45051.27897,3,Master,Healthcare,North America,8/31/2019
353,47,44732.88959,5,High School,Finance,Asia,4/30/2021
354,55,66610.82643,7,Bachelor,Healthcare,Australia,8/31/2018
355,55,58357.67991,5,Bachelor,Finance,South America,11/30/2020
356,62,39441.58025,7,Bachelor,Education,South America,9/30/2023
357,68,41666.79901,2,Master,Entertainment,Europe,9/30/2019
358,25,57376.89583,6,High School,Healthcare,South America,12/31/2019
359,44,57356.29358,4,Master,Finance,Europe,5/31/2019
360,44,40943.29641,2,Bachelor,Healthcare,Europe,6/30/2019
361,51,46490.14,6,Bachelor,Finance,Asia,12/31/2018
362,38,77702.0906,3,Bachelor,Finance,North America,4/30/2019
363,47,41201.77867,3,PhD,Technology,Europe,4/30/2018
364,50,78662.06883,4,High School,Technology,Europe,10/31/2020
365,45,66555.00414,4,High School,Technology,Asia,10/31/2021
366,64,75881.24413,5,High School,Healthcare,Europe,7/31/2020
367,50,40563.92042,4,PhD,Education,Australia,1/31/2020
368,22,47471.66189,6,Master,Finance,North America,12/31/2019
369,65,43262.54287,4,Bachelor,Entertainment,Australia,5/31/2023
370,36,66901.29788,7,High School,Technology,South America,1/31/2020
371,21,41484.74341,9,Master,Healthcare,North America,4/30/2020
372,52,60968.2324,3,Master,Healthcare,South America,12/31/2020
373,66,60174.49117,4,Bachelor,Healthcare,Europe,6/30/2018
374,34,49279.55704,3,Bachelor,Entertainment,Asia,6/30/2023
375,61,69479.89601,4,High School,Entertainment,Australia,7/31/2023
376,45,51615.19805,5,Bachelor,Technology,South America,12/31/2023
377,47,62511.28578,2,Master,Entertainment,Europe,12/31/2021
378,46,42579.44947,5,High School,Technology,Australia,10/31/2023
379,63,39148.44779,10,Bachelor,Entertainment,Australia,7/31/2023
380,23,60967.18294,5,High School,Entertainment,South America,12/31/2021
381,52,56462.60367,5,Master,Entertainment,Europe,5/31/2023
382,58,53649.61496,7,Bachelor,Technology,Asia,8/31/2021
383,54,44844.67478,5,High School,Finance,South America,3/31/2023
384,41,73238.14215,7,Bachelor,Technology,Australia,10/31/2021
385,46,33251.21294,3,Bachelor,Finance,Australia,7/31/2019
386,66,32429.85485,3,High School,Healthcare,North America,4/30/2023
387,63,64132.49758,6,Master,Healthcare,Europe,11/30/2023
388,48,62901.44576,4,High School,Technology,North America,2/28/2022
389,52,55306.44168,4,Bachelor,Finance,Asia,3/31/2023
390,50,45680.71667,2,High School,Finance,South America,5/31/2021
391,69,57536.33194,2,High School,Finance,Australia,7/31/2018
392,38,75812.45446,3,High School,Healthcare,Europe,9/30/2018
393,49,87733.19312,4,High School,Technology,Australia,4/30/2018
394,40,25153.79442,6,Bachelor,Education,North America,1/31/2022
395,50,43716.19821,4,High School,Finance,North America,6/30/2018
396,20,42773.40106,5,Master,Finance,South America,9/30/2019
397,35,74397.79208,4,High School,Education,Europe,3/31/2019
398,42,12780.5752,5,High School,Technology,Europe,7/31/2023
399,59,57707.5279,8,Bachelor,Finance,South America,6/30/2023
400,48,46147.84537,4,Master,Technology,North America,8/31/2022
401,20,74571.69124,2,Bachelor,Finance,North America,8/31/2023
402,57,72515.5826,2,Master,Entertainment,North America,8/31/2020
403,63,55482.60102,3,High School,Finance,Australia,6/30/2023
404,41,26304.15394,6,Master,Entertainment,Asia,5/31/2020
405,67,41391.65776,4,High School,Technology,North America,6/30/2023
406,49,43034.13385,3,High School,Finance,Asia,10/31/2020
407,64,30103.17808,4,Bachelor,Healthcare,Asia,3/31/2020
408,39,67318.76423,3,Bachelor,Healthcare,Europe,12/31/2022
409,40,28198.60254,8,PhD,Education,South America,3/31/2021
410,19,79479.91263,4,High School,Healthcare,Australia,8/31/2021
411,44,79442.33951,8,PhD,Entertainment,Asia,12/31/2020
412,59,44224.09607,4,Bachelor,Healthcare,Australia,7/31/2019
413,19,54927.43055,4,Bachelor,Healthcare,Europe,9/30/2021
414,43,48915.74783,1,High School,Healthcare,North America,9/30/2019
415,34,63527.37201,3,High School,Finance,Asia,11/30/2019
416,57,69120.16008,8,PhD,Education,South America,3/31/2020
417,50,53869.95488,6,Bachelor,Technology,Europe,12/31/2023
418,26,57036.75065,6,Bachelor,Education,Australia,7/31/2019
419,60,40690.93604,9,PhD,Entertainment,North America,5/31/2021
420,65,56550.7095,4,High School,Finance,Australia,2/29/2020
421,56,52441.43118,3,Bachelor,Finance,South America,4/30/2020
422,46,36323.08267,8,Bachelor,Healthcare,Asia,4/30/2023
423,59,49789.44336,3,High School,Healthcare,South America,8/31/2023
424,43,44252.26223,2,High School,Entertainment,Australia,3/31/2022
425,52,40857.56627,2,Bachelor,Finance,Australia,12/31/2021
426,67,32802.63189,7,Bachelor,Technology,South America,10/31/2018
427,42,50937.541,5,Master,Education,South America,3/31/2021
428,41,38292.88991,6,High School,Finance,South America,7/31/2019
429,30,42933.37742,5,PhD,Technology,North America,4/30/2023
430,24,66126.86413,9,High School,Technology,Australia,7/31/2019
431,53,59481.74152,4,Bachelor,Education,Europe,2/28/2023
432,62,35318.50028,5,Bachelor,Technology,North America,1/31/2019
433,37,55278.36602,7,High School,Entertainment,North America,1/31/2020
434,18,51991.71047,3,High School,Technology,North America,6/30/2021
435,25,75525.44313,8,Master,Entertainment,Europe,3/31/2021
436,63,70747.17501,5,Master,Technology,South America,6/30/2020
437,33,26993.76911,5,High School,Healthcare,Australia,5/31/2018
438,31,62916.91503,2,Bachelor,Technology,Asia,6/30/2019
439,29,68977.95877,8,Bachelor,Entertainment,Asia,9/30/2019
440,68,58390.38813,9,High School,Technology,Australia,2/28/2022
441,40,44968.81784,3,Bachelor,Technology,Europe,6/30/2018
442,32,86200.90873,4,Master,Technology,Asia,2/28/2022
