Fecha,Region,Categoria Producto,Ventas,Gasto Promociones,Descuento%,Stock Disponible,Clientes Atendidos
2021-01-02,Este,Accesorios,323.02349999999996,68.38,15,145,31
2021-01-02,Oeste,Ropa Casual,490.8775,90.52,15,225,48
2021-01-02,Oeste,Ropa Formal,687.81,186.66,0,349,65
2021-01-02,Oeste,Deportivo,648.6700000000001,115.48,10,309,54
2021-01-02,Oeste,Accesorios,328.049,57.73,15,161,30
2021-01-02,Centro,Ropa Casual,783.26,237.17,0,364,74
2021-01-02,Centro,Ropa Formal,1041.3700000000001,207.7,10,473,101
2021-01-02,Centro,Deportivo,492.57072923050106,209.5,0,250,58
2021-01-02,Centro,Accesorios,423.15,105.69,0,207,45
2021-01-03,Norte,Ropa Casual,778.2239999999999,148.12,20,315,68
2021-01-03,Norte,Ropa Formal,846.91,168.04,0,427,78
2021-01-03,Norte,Deportivo,544.291,129.49,10,252,45
2021-01-03,Norte,Accesorios,487.7955,91.1,15,233,47
2021-01-03,Sur,Ropa Casual,328.48316780548873,72.03,15,162,32
2021-01-03,Sur,Ropa Formal,598.114,139.38710273033794,10,283,60
2021-01-03,Sur,Deportivo,458.58538429211706,95.76,15,195,36
2021-01-03,Sur,Accesorios,280.33,44.69,0,186,20
2021-01-03,Este,Ropa Casual,569.83,71.91,0,267,55
2021-01-03,Este,Ropa Formal,788.69,148.97,0,379,79
2021-01-03,Este,Deportivo,445.071,80.59,10,229,44
2021-01-03,Este,Accesorios,301.63,80.13,0,137,34
2021-01-03,Oeste,Ropa Casual,471.85,126.82,0,220,55
2021-01-03,Oeste,Ropa Formal,621.21,144.87,0,345,64
2021-01-03,Oeste,Deportivo,408.012,126.24,20,177,42
2021-01-03,Oeste,Accesorios,251.05,111.34,0,150,21
2021-01-03,Centro,Ropa Casual,749.4647057490373,203.78,10,372,69
2021-01-03,Centro,Ropa Formal,755.8430000000001,195.73781954861943,10,376,61
2021-01-03,Centro,Deportivo,526.48,147.57,0,264,64
2021-01-03,Centro,Accesorios,445.56,124.7,0,226,41
2021-01-04,Norte,Ropa Casual,669.658,138.89,10,266,67
2021-01-04,Norte,Ropa Formal,648.35,256.55,0,321,67
2021-01-04,Norte,Deportivo,503.92,105.42,0,269,48
2021-01-04,Norte,Accesorios,339.9375,83.87,5,179,33
2021-01-04,Sur,Ropa Casual,532.37,119.13,0,277,49
2021-01-04,Sur,Ropa Formal,343.11899999999997,70.20850569640652,5,174,31
2021-01-04,Sur,Deportivo,329.1494576350851,106.56,5,163,35
2021-01-04,Sur,Accesorios,284.949,76.9,5,149,25
2021-01-04,Este,Ropa Casual,587.642,116.53,10,305,58
2021-01-04,Este,Ropa Formal,387.12,128.44,0,216,42
2021-01-04,Este,Deportivo,451.37,111.43,0,211,45
2021-01-04,Este,Accesorios,184.46400000000003,104.13,5,71,20
2021-01-04,Oeste,Ropa Casual,622.5870000000001,113.48,5,287,60
2021-01-04,Oeste,Ropa Formal,729.08,187.88,0,335,65
2021-01-04,Oeste,Deportivo,403.0425,99.19,5,151,46
2021-01-04,Oeste,Accesorios,312.85,78.15,0,162,27
2021-01-04,Centro,Ropa Casual,830.599,226.79,10,348,71
2021-01-04,Centro,Ropa Formal,882.8600000000001,233.45,10,405,80
2021-01-04,Centro,Deportivo,627.3740000000001,126.1,10,330,59
2021-01-04,Centro,Accesorios,415.77900000000005,141.97,5,215,40
2021-01-05,Norte,Ropa Casual,821.38,126.35,0,407,75
2021-01-05,Norte,Ropa Formal,846.8,106.26450449609348,0,430,94
2021-01-05,Norte,Deportivo,585.8580000000001,106.64,5,293,63
2021-01-05,Norte,Accesorios,423.633,87.98,5,225,38
2021-01-05,Sur,Ropa Casual,308.14300000000003,140.94,10,145,29
2021-01-05,Sur,Ropa Formal,225.86312497522525,87.94,0,123,24
2021-01-05,Sur,Deportivo,325.15,95.2,0,135,35
2021-01-05,Sur,Accesorios,334.49,87.94,0,173,29
2021-01-05,Este,Ropa Casual,657.52,124.05,0,332,71
2021-01-05,Este,Ropa Formal,726.07,150.67,0,375,79
2021-01-05,Este,Deportivo,324.73,112.93,0,127,39
2021-01-05,Este,Accesorios,354.61,64.25894404800114,0,207,35
2021-01-05,Oeste,Ropa Casual,750.813,89.12,5,357,75
2021-01-05,Oeste,Ropa Formal,691.768,96.7,10,273,62
2021-01-05,Oeste,Deportivo,307.96281014261194,120.49,0,146,36
2021-01-05,Oeste,Accesorios,376.16,73.08,0,168,40
2021-01-05,Centro,Ropa Casual,594.3487825158295,157.3,0,296,64
2021-01-05,Centro,Ropa Formal,894.5475000000001,135.12,5,411,86
2021-01-05,Centro,Deportivo,582.099,139.56,5,262,58
2021-01-05,Centro,Accesorios,355.6801146512387,86.54,0,164,45
2021-01-06,Norte,Ropa Casual,700.5170468701422,143.28,0,400,71
2021-01-06,Norte,Ropa Formal,727.04,215.77,0,360,67
2021-01-06,Norte,Deportivo,353.89,125.48,0,173,35
2021-01-06,Norte,Accesorios,298.13,78.67,0,182,34
2021-01-06,Sur,Ropa Casual,451.01,144.8,0,272,50
2021-01-06,Sur,Ropa Formal,446.59673098835253,177.43,0,227,42
2021-01-06,Sur,Deportivo,435.54,126.15,0,218,44
2021-01-06,Sur,Accesorios,249.4,55.95,0,111,22
2021-01-06,Este,Ropa Casual,443.77,94.8,0,171,47
2021-01-06,Este,Ropa Formal,682.9620000000001,141.81,5,313,68
2021-01-06,Este,Deportivo,486.72800000000007,73.12,10,262,52
2021-01-06,Este,Accesorios,357.79,58.72,0,163,26
2021-01-06,Oeste,Ropa Casual,390.0,132.09,0,164,42
2021-01-06,Oeste,Ropa Formal,526.61,166.42,0,250,52
2021-01-06,Oeste,Deportivo,373.37,95.29,0,174,41
2021-01-06,Oeste,Accesorios,398.03,92.28,0,149,35
2021-01-06,Centro,Ropa Casual,801.1185,175.26,5,384,76
2021-01-06,Centro,Ropa Formal,950.124,252.42877405003998,5,459,88
2021-01-06,Centro,Deportivo,525.2,123.86490788874862,0,273,57
2021-01-06,Centro,Accesorios,305.2035,115.31,5,169,27
2021-01-07,Norte,Ropa Casual,399.8,120.66,0,220,35
2021-01-07,Norte,Ropa Formal,561.4350000000001,181.66,5,283,42
2021-01-07,Norte,Deportivo,501.74,128.02132499088037,0,254,53
2021-01-07,Norte,Accesorios,325.16400000000004,76.62704361076038,5,167,42
2021-01-07,Sur,Ropa Casual,470.35,107.93,0,213,42
2021-01-07,Sur,Ropa Formal,759.9585,135.05,5,382,69
2021-01-07,Sur,Deportivo,357.147,56.89,5,161,31
2021-01-07,Sur,Accesorios,345.5865,77.81,5,172,42
2021-01-07,Este,Ropa Casual,426.23,83.53,0,216,46
2021-01-07,Este,Ropa Formal,547.173,61.35,10,254,44
2021-01-07,Este,Deportivo,598.55,99.79,0,334,62
2021-01-07,Este,Accesorios,315.18,80.48,0,195,38
2021-01-07,Oeste,Ropa Casual,783.893,115.45,10,354,75
2021-01-07,Oeste,Ropa Formal,968.61,175.8,0,481,94
2021-01-07,Oeste,Deportivo,330.1146651622059,64.91,0,176,39
2021-01-07,Oeste,Accesorios,408.19,63.74,0,198,33
2021-01-07,Centro,Ropa Casual,681.75,173.44,0,356,67
2021-01-07,Centro,Ropa Formal,1026.102,151.53,5,483,92
2021-01-07,Centro,Deportivo,770.93,146.72,0,369,80
2021-01-07,Centro,Accesorios,380.51538350509736,111.77,0,207,38
2021-01-08,Norte,Ropa Casual,559.5765,154.25,5,294,39
2021-01-08,Norte,Ropa Formal,475.65,136.6,0,230,45
2021-01-08,Norte,Deportivo,389.3085,102.17,5,178,36
2021-01-08,Norte,Accesorios,411.2325,76.72,5,210,33
2021-01-08,Sur,Ropa Casual,420.0735,105.97024487824345,5,193,38
2021-01-08,Sur,Ropa Formal,672.7245,86.82,5,313,69
2021-01-08,Sur,Deportivo,275.54,95.23,0,104,36
2021-01-08,Sur,Accesorios,197.03,45.64,0,67,22
2021-01-08,Este,Ropa Casual,376.17,173.66,0,153,34
2021-01-08,Este,Ropa Formal,757.764,144.1,5,353,71
2021-01-08,Este,Deportivo,449.40000000000003,55.77,5,201,40
2021-01-08,Este,Accesorios,225.22,74.42,0,116,20
2021-01-08,Oeste,Ropa Casual,624.4245000000001,79.84,5,287,62
2021-01-08,Oeste,Ropa Formal,902.0550000000001,213.63,5,392,79
2021-01-08,Oeste,Deportivo,393.1,105.36,0,189,40
2021-01-08,Oeste,Accesorios,246.26,89.01,0,104,20
2021-01-08,Centro,Ropa Casual,556.5801891614497,196.33553439737727,0,346,59
2021-01-08,Centro,Ropa Formal,860.3,224.72,0,418,86
2021-01-08,Centro,Deportivo,770.71,143.21,0,378,78
2021-01-08,Centro,Accesorios,435.22,103.11,0,205,52
2021-01-09,Norte,Ropa Casual,776.9285,134.33,15,316,72
2021-01-09,Norte,Ropa Formal,514.24,222.63,0,255,54
2021-01-09,Norte,Deportivo,572.7805,88.92,15,265,52
2021-01-09,Norte,Accesorios,506.0805,109.84,15,218,35
2021-01-09,Sur,Ropa Casual,452.57508493884035,106.87,0,264,50
2021-01-09,Sur,Ropa Formal,716.4719999999999,113.09,20,297,63
2021-01-09,Sur,Deportivo,364.58,81.23,0,154,38
2021-01-09,Sur,Accesorios,240.557,83.39,15,100,20
2021-01-09,Este,Ropa Casual,649.52,127.05,0,342,66
2021-01-09,Este,Ropa Formal,443.85,166.47,0,223,49
2021-01-09,Este,Deportivo,363.91929039338436,130.75,10,199,37
2021-01-09,Este,Accesorios,232.27699999999996,41.04,15,92,20
2021-01-09,Oeste,Ropa Casual,419.97,103.48,0,171,35
2021-01-09,Oeste,Ropa Formal,644.196,181.83,20,288,52
2021-01-09,Oeste,Deportivo,441.3376049635111,121.03,10,243,52
2021-01-09,Oeste,Accesorios,238.45,79.96,0,106,21
2021-01-09,Centro,Ropa Casual,644.71,217.84,0,314,58
2021-01-09,Centro,Ropa Formal,945.64,256.35,0,461,97
2021-01-09,Centro,Deportivo,641.2890000000001,109.36,10,274,59
2021-01-09,Centro,Accesorios,403.31,119.81,0,207,42
2021-01-10,Norte,Ropa Casual,671.28,211.66,0,300,60
2021-01-10,Norte,Ropa Formal,915.8600000000001,147.4,10,405,84
2021-01-10,Norte,Deportivo,531.322,149.61,10,265,50
2021-01-10,Norte,Accesorios,486.95900000000006,70.44,10,233,42
2021-01-10,Sur,Ropa Casual,589.168,123.20282374858606,15,264,54
2021-01-10,Sur,Ropa Formal,664.6090000000002,151.73,10,329,63
2021-01-10,Sur,Deportivo,349.23,84.1,0,160,37
2021-01-10,Sur,Accesorios,326.75500000000005,67.64,10,152,29
2021-01-10,Este,Ropa Casual,406.384,143.69,10,214,38
2021-01-10,Este,Ropa Formal,702.35,131.11,10,317,65
2021-01-10,Este,Deportivo,452.97,101.52,0,229,47
2021-01-10,Este,Accesorios,335.8805,65.5,15,148,25
2021-01-10,Oeste,Ropa Casual,674.47,85.48,0,344,64
2021-01-10,Oeste,Ropa Formal,747.776,84.14,15,314,74
2021-01-10,Oeste,Deportivo,328.13,52.17,0,177,37
2021-01-10,Oeste,Accesorios,400.29,102.29,0,213,39
2021-01-10,Centro,Ropa Casual,894.17,150.34,0,465,88
2021-01-10,Centro,Ropa Formal,766.1,194.85,0,358,83
2021-01-10,Centro,Deportivo,673.236,172.77,20,285,54
2021-01-10,Centro,Accesorios,538.3955,122.47,15,246,53
2021-01-11,Norte,Ropa Casual,656.9639999999999,172.78,5,292,62
2021-01-11,Norte,Ropa Formal,704.834239875609,154.54,0,385,70
2021-01-11,Norte,Deportivo,495.07,104.86,0,234,54
2021-01-11,Norte,Accesorios,316.71585050676134,90.45,0,164,22
2021-01-11,Sur,Ropa Casual,309.98100000000005,123.62,5,155,31
2021-01-11,Sur,Ropa Formal,494.17712662788404,100.41,0,270,48
2021-01-11,Sur,Deportivo,483.16,93.5193847979639,0,224,48
2021-01-11,Sur,Accesorios,256.02,54.1897477496953,0,107,24
2021-01-11,Este,Ropa Casual,720.09,140.67,5,333,66
2021-01-11,Este,Ropa Formal,672.3149999999999,116.99,5,321,60
2021-01-11,Este,Deportivo,483.71400000000006,106.6,5,218,51
2021-01-11,Este,Accesorios,326.0145,89.97,5,196,27
2021-01-11,Oeste,Ropa Casual,729.12,137.24,0,343,70
2021-01-11,Oeste,Ropa Formal,740.87,182.27544203198036,0,404,76
2021-01-11,Oeste,Deportivo,447.46,107.93,0,213,45
2021-01-11,Oeste,Accesorios,418.719,76.79,5,189,47
2021-01-11,Centro,Ropa Casual,646.7890000000001,138.79,10,262,68
2021-01-11,Centro,Ropa Formal,882.042,283.37,5,416,88
2021-01-11,Centro,Deportivo,682.7040000000001,108.34,10,320,55
2021-01-11,Centro,Accesorios,508.95,123.62,0,264,52
2021-01-12,Norte,Ropa Casual,606.7600000000001,131.51,10,282,53
2021-01-12,Norte,Ropa Formal,556.395,180.17,5,280,38
2021-01-12,Norte,Deportivo,577.21,79.57,0,296,57
2021-01-12,Norte,Accesorios,412.42,68.57,0,196,42
2021-01-12,Sur,Ropa Casual,410.06944471376863,115.19,0,182,46
2021-01-12,Sur,Ropa Formal,513.66,165.47,0,286,55
2021-01-12,Sur,Deportivo,335.29,72.32,0,184,39
2021-01-12,Sur,Accesorios,362.523,58.92,5,193,35
2021-01-12,Este,Ropa Casual,480.74,115.7,0,241,44
2021-01-12,Este,Ropa Formal,651.486,108.65,10,297,49
2021-01-12,Este,Deportivo,478.62,105.59,0,197,62
2021-01-12,Este,Accesorios,251.72,80.22,0,148,20
2021-01-12,Oeste,Ropa Casual,679.0960000000001,99.83,10,314,58
2021-01-12,Oeste,Ropa Formal,796.07,151.82,0,415,82
2021-01-12,Oeste,Deportivo,456.9,113.91,0,247,47
2021-01-12,Oeste,Accesorios,337.38100000000003,80.08,10,175,36
2021-01-12,Centro,Ropa Casual,775.51,148.7,0,372,79
2021-01-12,Centro,Ropa Formal,1023.3090000000001,210.51,5,519,99
2021-01-12,Centro,Deportivo,549.78,169.53,0,295,57
2021-01-12,Centro,Accesorios,470.27,121.23,0,232,47
2021-01-13,Norte,Ropa Casual,589.93,152.28,0,269,50
2021-01-13,Norte,Ropa Formal,622.47,218.91076445430957,0,298,55
2021-01-13,Norte,Deportivo,648.0075,145.68,5,263,58
2021-01-13,Norte,Accesorios,367.89,111.36,0,156,28
2021-01-13,Sur,Ropa Casual,584.4300000000001,174.16,5,291,58
2021-01-13,Sur,Ropa Formal,516.9386824778485,124.38905783304402,10,242,50
2021-01-13,Sur,Deportivo,228.03,78.41,0,133,20
2021-01-13,Sur,Accesorios,165.774,67.72,5,59,20
2021-01-13,Este,Ropa Casual,409.0,115.0,0,185,43
2021-01-13,Este,Ropa Formal,830.29,154.09,0,383,85
2021-01-13,Este,Deportivo,387.3987050803042,110.65,5,190,40
2021-01-13,Este,Accesorios,349.30350000000004,75.55,5,167,33
2021-01-13,Oeste,Ropa Casual,510.762,111.68,5,266,47
2021-01-13,Oeste,Ropa Formal,634.92,184.93,0,303,67
2021-01-13,Oeste,Deportivo,442.7955,135.2,5,215,38
2021-01-13,Oeste,Accesorios,467.34,56.66,0,246,48
2021-01-13,Centro,Ropa Casual,694.18,179.37,0,371,77
2021-01-13,Centro,Ropa Formal,670.81,229.56,0,333,79
2021-01-13,Centro,Deportivo,505.87,185.95,0,272,56
2021-01-13,Centro,Accesorios,445.78,100.35,0,215,43
2021-01-14,Norte,Ropa Casual,549.68,121.52,0,263,53
2021-01-14,Norte,Ropa Formal,611.7512688665131,183.56,5,323,56
2021-01-14,Norte,Deportivo,512.75,141.57,0,232,45
2021-01-14,Norte,Accesorios,426.73050000000006,126.21,5,189,40
2021-01-14,Sur,Ropa Casual,510.54,103.33,0,235,54
2021-01-14,Sur,Ropa Formal,435.85,124.18,0,203,49
2021-01-14,Sur,Deportivo,496.177,95.46,10,214,38
2021-01-14,Sur,Accesorios,291.06,74.67,5,184,29
2021-01-14,Este,Ropa Casual,527.06,112.61,0,273,55
2021-01-14,Este,Ropa Formal,480.96,114.23,0,203,50
2021-01-14,Este,Deportivo,333.921,45.84,5,175,31
2021-01-14,Este,Accesorios,306.4746107355478,73.1,5,161,31
2021-01-14,Oeste,Ropa Casual,681.5550000000001,122.99,5,335,67
2021-01-14,Oeste,Ropa Formal,607.78,149.53,0,314,56
2021-01-14,Oeste,Deportivo,470.4105,105.14,5,219,45
2021-01-14,Oeste,Accesorios,506.3205,67.69810333162343,5,241,41
2021-01-14,Centro,Ropa Casual,607.26,174.39,0,313,60
2021-01-14,Centro,Ropa Formal,640.24,196.98,0,301,63
2021-01-14,Centro,Deportivo,497.95200000000006,161.23,5,217,49
2021-01-14,Centro,Accesorios,425.634,109.0,10,196,37
2021-01-15,Norte,Ropa Casual,574.4655,143.04,5,273,51
2021-01-15,Norte,Ropa Formal,523.2944485441419,215.38,5,221,59
2021-01-15,Norte,Deportivo,377.41,116.3,0,212,36
2021-01-15,Norte,Accesorios,417.79,96.54474149398455,0,197,28
2021-01-15,Sur,Ropa Casual,400.44,112.88,0,180,39
2021-01-15,Sur,Ropa Formal,326.403,195.53,5,154,26
2021-01-15,Sur,Deportivo,345.0195,59.67,5,118,30
2021-01-15,Sur,Accesorios,211.36675755253466,19.7,5,96,27
2021-01-15,Este,Ropa Casual,447.9,176.81,0,222,49
2021-01-15,Este,Ropa Formal,818.4014999999999,190.16,5,415,85
2021-01-15,Este,Deportivo,409.33,79.54,0,206,49
2021-01-15,Este,Accesorios,291.34,74.84,0,138,30
2021-01-15,Oeste,Ropa Casual,423.04,102.68,0,225,48
2021-01-15,Oeste,Ropa Formal,615.13,142.5,0,331,65
2021-01-15,Oeste,Deportivo,552.174,80.27770199471236,5,237,50
2021-01-15,Oeste,Accesorios,369.096,62.44,5,184,45
2021-01-15,Centro,Ropa Casual,715.5390000000001,211.65,10,354,74
2021-01-15,Centro,Ropa Formal,994.6754999999999,241.94,5,466,90
2021-01-15,Centro,Deportivo,488.29,99.86,0,255,49
2021-01-15,Centro,Accesorios,399.88,104.32,0,206,44
2021-01-16,Norte,Ropa Casual,799.3765,134.77,15,364,65
2021-01-16,Norte,Ropa Formal,1007.9979999999999,177.68,15,451,93
2021-01-16,Norte,Deportivo,602.076,90.69,20,248,49
2021-01-16,Norte,Accesorios,414.2,101.76,0,231,41
2021-01-16,Sur,Ropa Casual,534.941,152.27,10,205,49
2021-01-16,Sur,Ropa Formal,878.4619999999999,143.9,15,407,79
2021-01-16,Sur,Deportivo,353.27,51.58,0,193,30
2021-01-16,Sur,Accesorios,350.54,53.11,0,208,37
2021-01-16,Este,Ropa Casual,389.49,135.52,0,200,46
2021-01-16,Este,Ropa Formal,436.91,106.79,0,232,41
2021-01-16,Este,Deportivo,627.233,88.15,15,238,61
2021-01-16,Este,Accesorios,406.31,59.79,0,172,46
2021-01-16,Oeste,Ropa Casual,553.432,208.71,10,254,46
2021-01-16,Oeste,Ropa Formal,982.6630000000001,226.27,10,467,92
2021-01-16,Oeste,Deportivo,510.95485217259676,92.34,10,276,47
2021-01-16,Oeste,Accesorios,431.0350000000001,91.45,10,173,38
2021-01-16,Centro,Ropa Casual,644.23,128.1,0,331,57
2021-01-16,Centro,Ropa Formal,970.0680000000001,241.67,10,465,91
2021-01-16,Centro,Deportivo,637.8014999999999,114.25549224333346,15,301,45
2021-01-16,Centro,Accesorios,354.35,116.73,0,179,26
2021-01-17,Norte,Ropa Casual,641.99,147.99,0,341,63
2021-01-17,Norte,Ropa Formal,790.4525,197.37,15,320,54
2021-01-17,Norte,Deportivo,534.094,164.47,10,260,52
2021-01-17,Norte,Accesorios,387.09,71.69,0,208,44
2021-01-17,Sur,Ropa Casual,445.78,95.18,0,229,43
2021-01-17,Sur,Ropa Formal,513.038,88.32,15,252,43
2021-01-17,Sur,Deportivo,362.93,63.1,0,183,30
2021-01-17,Sur,Accesorios,192.8665,42.29,15,85,20
2021-01-17,Este,Ropa Casual,370.972378966269,106.45,15,154,38
2021-01-17,Este,Ropa Formal,494.6791258145662,233.72,20,193,50
2021-01-17,Este,Deportivo,401.327,78.41,15,194,48
2021-01-17,Este,Accesorios,302.37875373511804,76.14,15,127,29
2021-01-17,Oeste,Ropa Casual,451.65,40.883695655039084,0,216,55
2021-01-17,Oeste,Ropa Formal,971.322,121.28,10,441,84
2021-01-17,Oeste,Deportivo,432.46,138.67,0,203,46
2021-01-17,Oeste,Accesorios,292.78,70.07,0,148,37
2021-01-17,Centro,Ropa Casual,861.6949999999999,176.8,15,367,77
2021-01-17,Centro,Ropa Formal,1033.2635,220.09,15,466,89
2021-01-17,Centro,Deportivo,559.15,224.13,0,300,58
2021-01-17,Centro,Accesorios,610.512,100.39,20,256,43
2021-01-18,Norte,Ropa Casual,702.2,132.53,0,374,72
2021-01-18,Norte,Ropa Formal,824.19,176.18,0,421,78
2021-01-18,Norte,Deportivo,458.57700000000006,146.78,5,213,46
2021-01-18,Norte,Accesorios,319.4987514525686,82.26,5,147,35
2021-01-18,Sur,Ropa Casual,662.41,69.34,0,335,67
2021-01-18,Sur,Ropa Formal,609.95,121.85,0,283,63
2021-01-18,Sur,Deportivo,349.96,104.75,0,175,33
2021-01-18,Sur,Accesorios,400.3335,64.85,5,194,36
2021-01-18,Este,Ropa Casual,571.3575,113.61,5,308,56
2021-01-18,Este,Ropa Formal,604.716,76.58,5,245,54
2021-01-18,Este,Deportivo,512.0,97.43,0,266,47
2021-01-18,Este,Accesorios,272.26,66.09,0,168,25
2021-01-18,Oeste,Ropa Casual,681.14,177.87,0,338,74
2021-01-18,Oeste,Ropa Formal,675.86,163.55,0,314,73
2021-01-18,Oeste,Deportivo,410.37,110.61,0,197,43
2021-01-18,Oeste,Accesorios,292.3962717264943,93.33,5,155,40
2021-01-18,Centro,Ropa Casual,618.03,164.31,0,329,55
2021-01-18,Centro,Ropa Formal,995.9355,245.6,5,482,93
2021-01-18,Centro,Deportivo,628.26,193.31,0,280,51
2021-01-18,Centro,Accesorios,400.95131403203226,130.6,0,208,43
2021-01-19,Norte,Ropa Casual,644.09,158.44,0,313,68
2021-01-19,Norte,Ropa Formal,794.4195000000001,194.68,5,359,81
2021-01-19,Norte,Deportivo,468.132,141.57,5,229,41
2021-01-19,Norte,Accesorios,311.89,93.29,0,155,29
2021-01-19,Sur,Ropa Casual,536.52,52.96,0,289,49
2021-01-19,Sur,Ropa Formal,599.23,154.11,0,297,59
2021-01-19,Sur,Deportivo,370.82,100.26896478239905,0,192,42
2021-01-19,Sur,Accesorios,304.311,72.42,5,148,33
2021-01-19,Este,Ropa Casual,240.59,142.95,0,149,22
2021-01-19,Este,Ropa Formal,719.39,155.42,0,391,78
2021-01-19,Este,Deportivo,539.93,115.91,0,250,54
2021-01-19,Este,Accesorios,305.7075,30.32,5,148,31
2021-01-19,Oeste,Ropa Casual,592.557,183.21,5,280,55
2021-01-19,Oeste,Ropa Formal,619.23,79.35,0,301,58
2021-01-19,Oeste,Deportivo,352.254,103.89,5,149,30
2021-01-19,Oeste,Accesorios,323.69,79.54,0,155,28
2021-01-19,Centro,Ropa Casual,751.06,225.14,0,383,74
2021-01-19,Centro,Ropa Formal,807.9435000000001,214.91,5,378,72
2021-01-19,Centro,Deportivo,661.39,136.50887584324227,0,322,62
2021-01-19,Centro,Accesorios,348.82,77.51,0,179,37
2021-01-20,Norte,Ropa Casual,476.04900000000004,179.73,5,229,42
2021-01-20,Norte,Ropa Formal,648.81,195.79,0,281,61
2021-01-20,Norte,Deportivo,495.9255,98.61,5,246,46
2021-01-20,Norte,Accesorios,440.49,112.55,0,218,44
2021-01-20,Sur,Ropa Casual,554.0955,108.53,5,271,55
2021-01-20,Sur,Ropa Formal,555.27,95.02,0,276,54
2021-01-20,Sur,Deportivo,355.23,36.06,0,138,39
2021-01-20,Sur,Accesorios,341.733,84.09,5,149,41
2021-01-20,Este,Ropa Casual,392.16,150.34,0,190,46
2021-01-20,Este,Ropa Formal,649.0028030586102,164.91,5,335,71
2021-01-20,Este,Deportivo,472.7,56.25,0,268,51
2021-01-20,Este,Accesorios,247.71,92.26878142210126,0,101,23
2021-01-20,Oeste,Ropa Casual,529.74,155.88,0,265,52
2021-01-20,Oeste,Ropa Formal,503.13,202.67,0,217,46
2021-01-20,Oeste,Deportivo,525.62,133.1248902379669,0,300,50
2021-01-20,Oeste,Accesorios,333.57,58.86,0,177,33
2021-01-20,Centro,Ropa Casual,676.58,181.91,0,316,65
2021-01-20,Centro,Ropa Formal,712.591,209.46,10,337,63
2021-01-20,Centro,Deportivo,737.033,157.03,10,304,59
2021-01-20,Centro,Accesorios,463.87,68.4337523762485,0,266,57
2021-01-21,Norte,Ropa Casual,675.92,168.05,0,316,63
2021-01-21,Norte,Ropa Formal,641.476,152.49,10,251,62
2021-01-21,Norte,Deportivo,403.87,128.16,0,197,52
2021-01-21,Norte,Accesorios,384.78,108.01,0,167,40
2021-01-21,Sur,Ropa Casual,410.72,98.43,0,174,42
2021-01-21,Sur,Ropa Formal,609.6405000000001,185.62,5,296,56
2021-01-21,Sur,Deportivo,387.33,73.05,0,191,32
2021-01-21,Sur,Accesorios,287.21700000000004,68.0,5,101,33
2021-01-21,Este,Ropa Casual,442.63800000000003,103.3,5,215,30
2021-01-21,Este,Ropa Formal,987.504,137.79,5,469,95
2021-01-21,Este,Deportivo,451.4,104.66446782403392,0,249,44
2021-01-21,Este,Accesorios,299.17,91.81,0,162,30
2021-01-21,Oeste,Ropa Casual,587.1915,120.97,5,298,61
2021-01-21,Oeste,Ropa Formal,569.6595497890056,132.26,0,299,66
2021-01-21,Oeste,Deportivo,525.13,118.41,0,272,56
2021-01-21,Oeste,Accesorios,380.0475,68.89,5,204,39
